game_pk,home_team,away_team,home_flg,away_flg
746786,Chicago White Sox,Boston Red Sox,0,0
746461,Detroit Tigers,Milwaukee Brewers,1,1
745166,St. Louis Cardinals,Colorado Rockies,0,1
746057,Miami Marlins,Cleveland Guardians,0,1
745735,New York Yankees,Los Angeles Dodgers,0,0
745410,San Diego Padres,Arizona Diamondbacks,0,0
746223,Los Angeles Angels,Houston Astros,0,0
745571,Philadelphia Phillies,New York Mets,1,0
745003,Texas Rangers,San Francisco Giants,1,0
745491,Pittsburgh Pirates,Minnesota Twins,0,1
744849,Washington Nationals,Atlanta Braves,0,0
746705,Cincinnati Reds,Chicago Cubs,0,1
745085,Tampa Bay Rays,Baltimore Orioles,0,0
746054,Miami Marlins,Cleveland Guardians,0,0
746463,Detroit Tigers,Milwaukee Brewers,1,0
746297,Kansas City Royals,Seattle Mariners,0,1
746787,Chicago White Sox,Boston Red Sox,0,0
745167,St. Louis Cardinals,Colorado Rockies,0,0
746216,Los Angeles Angels,Houston Astros,0,0
745651,Oakland Athletics,Toronto Blue Jays,0,0
745407,San Diego Padres,Arizona Diamondbacks,1,1
745736,New York Yankees,Los Angeles Dodgers,0,0
745080,Tampa Bay Rays,Baltimore Orioles,0,1
745897,Minnesota Twins,Colorado Rockies,0,0
746295,Kansas City Royals,New York Yankees,0,1
745982,Milwaukee Brewers,Toronto Blue Jays,0,0
745409,San Diego Padres,Oakland Athletics,0,0
745248,Seattle Mariners,Chicago White Sox,0,0
745334,San Francisco Giants,Houston Astros,0,0
747027,Baltimore Orioles,Atlanta Braves,0,0
746464,Detroit Tigers,Washington Nationals,0,0
745077,Tampa Bay Rays,Chicago Cubs,0,0
746702,Cincinnati Reds,Cleveland Guardians,1,0
746951,Boston Red Sox,Philadelphia Phillies,1,1
745815,New York Mets,Miami Marlins,0,0
745899,Minnesota Twins,Colorado Rockies,0,0
745170,St. Louis Cardinals,Pittsburgh Pirates,0,0
746296,Kansas City Royals,New York Yankees,0,1
745981,Milwaukee Brewers,Toronto Blue Jays,0,0
747190,Arizona Diamondbacks,Los Angeles Angels,0,0
745404,San Diego Padres,Oakland Athletics,0,1
745244,Seattle Mariners,Chicago White Sox,0,0
745327,San Francisco Giants,Houston Astros,0,0
746139,Los Angeles Dodgers,Texas Rangers,1,0
745896,Minnesota Twins,Colorado Rockies,1,1
745978,Milwaukee Brewers,Toronto Blue Jays,0,1
745328,San Francisco Giants,Houston Astros,0,0
745405,San Diego Padres,Oakland Athletics,0,0
747028,Baltimore Orioles,Atlanta Braves,0,0
746462,Detroit Tigers,Washington Nationals,1,0
745079,Tampa Bay Rays,Chicago Cubs,0,0
746701,Cincinnati Reds,Cleveland Guardians,1,0
746948,Boston Red Sox,Philadelphia Phillies,0,1
745811,New York Mets,Miami Marlins,1,0
745171,St. Louis Cardinals,Pittsburgh Pirates,0,0
746294,Kansas City Royals,New York Yankees,0,1
747193,Arizona Diamondbacks,Los Angeles Angels,0,1
745246,Seattle Mariners,Chicago White Sox,0,0
746137,Los Angeles Dodgers,Texas Rangers,1,0
747026,Baltimore Orioles,Atlanta Braves,0,1
746465,Detroit Tigers,Washington Nationals,0,0
746299,Kansas City Royals,New York Yankees,0,0
745168,St. Louis Cardinals,Pittsburgh Pirates,0,0
745075,Tampa Bay Rays,Chicago Cubs,0,0
746944,Boston Red Sox,Philadelphia Phillies,0,0
745809,New York Mets,Miami Marlins,0,0
745894,Minnesota Twins,Oakland Athletics,0,0
747192,Arizona Diamondbacks,Los Angeles Angels,1,0
745245,Seattle Mariners,Chicago White Sox,0,0
746136,Los Angeles Dodgers,Texas Rangers,0,1
746869,Chicago Cubs,St. Louis Cardinals,0,0
746947,Boston Red Sox,New York Yankees,0,1
744847,Washington Nationals,Miami Marlins,0,0
747025,Baltimore Orioles,Philadelphia Phillies,0,1
744924,Toronto Blue Jays,Cleveland Guardians,0,0
745810,New York Mets,San Diego Padres,0,0
747112,Atlanta Braves,Tampa Bay Rays,1,1
746378,Houston Astros,Detroit Tigers,0,0
745892,Minnesota Twins,Oakland Athletics,0,1
745979,Milwaukee Brewers,Cincinnati Reds,0,0
746545,Colorado Rockies,Pittsburgh Pirates,0,1
747191,Arizona Diamondbacks,Chicago White Sox,0,0
746134,Los Angeles Dodgers,Kansas City Royals,0,0
745247,Seattle Mariners,Texas Rangers,1,1
745326,San Francisco Giants,Los Angeles Angels,0,0
746865,Chicago Cubs,St. Louis Cardinals,0,0
744925,Toronto Blue Jays,Cleveland Guardians,0,0
745329,San Francisco Giants,Los Angeles Angels,1,0
747024,Baltimore Orioles,Philadelphia Phillies,0,1
744846,Washington Nationals,Miami Marlins,1,0
746381,Houston Astros,Detroit Tigers,0,1
745805,New York Mets,San Diego Padres,0,0
747113,Atlanta Braves,Tampa Bay Rays,0,1
745976,Milwaukee Brewers,Cincinnati Reds,0,0
745241,Seattle Mariners,Texas Rangers,1,0
746946,Boston Red Sox,New York Yankees,1,0
746135,Los Angeles Dodgers,Kansas City Royals,0,0
746547,Colorado Rockies,Pittsburgh Pirates,0,0
747187,Arizona Diamondbacks,Chicago White Sox,1,0
746866,Chicago Cubs,St. Louis Cardinals,0,0
747023,Baltimore Orioles,Philadelphia Phillies,1,0
747109,Atlanta Braves,Tampa Bay Rays,1,1
744839,Washington Nationals,Miami Marlins,1,0
744926,Toronto Blue Jays,Cleveland Guardians,0,0
745807,New York Mets,San Diego Padres,1,1
746377,Houston Astros,Detroit Tigers,1,0
745895,Minnesota Twins,Oakland Athletics,1,0
745891,Minnesota Twins,Oakland Athletics,1,0
745977,Milwaukee Brewers,Cincinnati Reds,0,1
746546,Colorado Rockies,Pittsburgh Pirates,0,0
745321,San Francisco Giants,Los Angeles Angels,0,1
746130,Los Angeles Dodgers,Kansas City Royals,0,0
745242,Seattle Mariners,Texas Rangers,0,0
747189,Arizona Diamondbacks,Chicago White Sox,1,0
746945,Boston Red Sox,New York Yankees,0,1
745490,Pittsburgh Pirates,Cincinnati Reds,1,1
745567,Philadelphia Phillies,San Diego Padres,0,0
746055,Miami Marlins,St. Louis Cardinals,0,0
744918,Toronto Blue Jays,Boston Red Sox,0,1
747108,Atlanta Braves,Detroit Tigers,0,0
746868,Chicago Cubs,San Francisco Giants,0,0
745005,Texas Rangers,New York Mets,0,1
746543,Colorado Rockies,Los Angeles Dodgers,0,1
746215,Los Angeles Angels,Milwaukee Brewers,0,0
746049,Miami Marlins,St. Louis Cardinals,1,1
745488,Pittsburgh Pirates,Cincinnati Reds,0,0
746627,Cleveland Guardians,Seattle Mariners,0,0
745563,Philadelphia Phillies,San Diego Padres,0,0
744843,Washington Nationals,Arizona Diamondbacks,0,1
745733,New York Yankees,Baltimore Orioles,0,0
744917,Toronto Blue Jays,Boston Red Sox,0,0
747107,Atlanta Braves,Detroit Tigers,1,0
745893,Minnesota Twins,Tampa Bay Rays,0,1
746867,Chicago Cubs,San Francisco Giants,0,0
745004,Texas Rangers,New York Mets,0,0
746783,Chicago White Sox,Houston Astros,0,0
746542,Colorado Rockies,Los Angeles Dodgers,1,0
746217,Los Angeles Angels,Milwaukee Brewers,0,1
745650,Oakland Athletics,Kansas City Royals,1,0
747106,Atlanta Braves,Detroit Tigers,0,0
745489,Pittsburgh Pirates,Cincinnati Reds,0,0
746050,Miami Marlins,St. Louis Cardinals,1,0
745561,Philadelphia Phillies,San Diego Padres,0,0
746864,Chicago Cubs,San Francisco Giants,0,0
744842,Washington Nationals,Arizona Diamondbacks,0,0
746625,Cleveland Guardians,Seattle Mariners,1,0
745732,New York Yankees,Baltimore Orioles,1,1
744920,Toronto Blue Jays,Boston Red Sox,0,0
745887,Minnesota Twins,Tampa Bay Rays,0,0
745002,Texas Rangers,New York Mets,1,0
746781,Chicago White Sox,Houston Astros,0,0
746538,Colorado Rockies,Los Angeles Dodgers,1,0
746219,Los Angeles Angels,Milwaukee Brewers,0,1
745646,Oakland Athletics,Kansas City Royals,0,0
744841,Washington Nationals,Arizona Diamondbacks,0,0
746626,Cleveland Guardians,Seattle Mariners,1,1
745889,Minnesota Twins,Tampa Bay Rays,0,0
746782,Chicago White Sox,Houston Astros,0,1
746539,Colorado Rockies,Los Angeles Dodgers,0,1
745645,Oakland Athletics,Kansas City Royals,0,0
745734,New York Yankees,Baltimore Orioles,0,1
745164,St. Louis Cardinals,San Francisco Giants,1,0
745401,San Diego Padres,Milwaukee Brewers,1,1
746861,Chicago Cubs,New York Mets,1,1
745483,Pittsburgh Pirates,Tampa Bay Rays,0,0
745562,Philadelphia Phillies,Arizona Diamondbacks,0,0
746460,Detroit Tigers,Chicago White Sox,0,0
745729,New York Yankees,Atlanta Braves,0,1
746698,Cincinnati Reds,Boston Red Sox,1,0
746624,Cleveland Guardians,Toronto Blue Jays,0,0
746052,Miami Marlins,Seattle Mariners,0,1
745006,Texas Rangers,Kansas City Royals,0,0
746375,Houston Astros,Baltimore Orioles,1,0
746540,Colorado Rockies,Washington Nationals,0,0
745649,Oakland Athletics,Minnesota Twins,1,1
745403,San Diego Padres,Milwaukee Brewers,0,0
746131,Los Angeles Dodgers,Los Angeles Angels,0,0
746459,Detroit Tigers,Chicago White Sox,0,0
745163,St. Louis Cardinals,San Francisco Giants,1,1
746863,Chicago Cubs,New York Mets,1,0
745486,Pittsburgh Pirates,Tampa Bay Rays,1,1
744997,Texas Rangers,Kansas City Royals,0,0
745564,Philadelphia Phillies,Arizona Diamondbacks,1,0
745644,Oakland Athletics,Minnesota Twins,1,1
746700,Cincinnati Reds,Boston Red Sox,1,0
746376,Houston Astros,Baltimore Orioles,0,0
746622,Cleveland Guardians,Toronto Blue Jays,0,0
746048,Miami Marlins,Seattle Mariners,0,1
745731,New York Yankees,Atlanta Braves,1,1
745402,San Diego Padres,Milwaukee Brewers,0,0
746541,Colorado Rockies,Washington Nationals,1,0
746132,Los Angeles Dodgers,Los Angeles Angels,0,0
745566,Philadelphia Phillies,Arizona Diamondbacks,0,0
745485,Pittsburgh Pirates,Tampa Bay Rays,0,1
