date,game_pk,away_score,away_team,home_team,home_score,win_team,lose_team,win_score,lose_score,first_scorer
2024-08-06,746033,8,Cincinnati Reds,Miami Marlins,2,Cincinnati Reds,Miami Marlins,8,2,Cincinnati Reds
2024-08-06,744817,5,San Francisco Giants,Washington Nationals,11,Washington Nationals,San Francisco Giants,11,5,San Francisco Giants
2024-08-06,744901,2,Baltimore Orioles,Toronto Blue Jays,5,Toronto Blue Jays,Baltimore Orioles,5,2,Baltimore Orioles
2024-08-06,747086,10,Milwaukee Brewers,Atlanta Braves,0,Milwaukee Brewers,Atlanta Braves,10,0,Milwaukee Brewers
2024-08-06,745141,3,Tampa Bay Rays,St. Louis Cardinals,4,St. Louis Cardinals,Tampa Bay Rays,4,3,Tampa Bay Rays
2024-08-06,744983,4,Houston Astros,Texas Rangers,2,Houston Astros,Texas Rangers,4,2,Houston Astros
2024-08-06,746840,3,Minnesota Twins,Chicago Cubs,7,Chicago Cubs,Minnesota Twins,7,3,Chicago Cubs
2024-08-06,746273,6,Boston Red Sox,Kansas City Royals,5,Boston Red Sox,Kansas City Royals,6,5,Kansas City Royals
2024-08-06,746519,3,New York Mets,Colorado Rockies,6,Colorado Rockies,New York Mets,6,3,New York Mets
2024-08-06,745221,4,Detroit Tigers,Seattle Mariners,2,Detroit Tigers,Seattle Mariners,4,2,Detroit Tigers
2024-08-06,745629,5,Chicago White Sox,Oakland Athletics,1,Chicago White Sox,Oakland Athletics,5,1,Chicago White Sox
2024-08-06,746120,6,Philadelphia Phillies,Los Angeles Dodgers,2,Philadelphia Phillies,Los Angeles Dodgers,6,2,Philadelphia Phillies
2024-08-07,746604,7,Arizona Diamondbacks,Cleveland Guardians,3,Arizona Diamondbacks,Cleveland Guardians,7,3,Arizona Diamondbacks
2024-08-07,746602,5,Arizona Diamondbacks,Cleveland Guardians,3,Arizona Diamondbacks,Cleveland Guardians,5,3,Arizona Diamondbacks
2024-08-07,746842,2,Minnesota Twins,Chicago Cubs,8,Chicago Cubs,Minnesota Twins,8,2,Minnesota Twins
2024-08-07,744981,6,Houston Astros,Texas Rangers,4,Houston Astros,Texas Rangers,6,4,Houston Astros
2024-08-07,745630,2,Chicago White Sox,Oakland Athletics,3,Oakland Athletics,Chicago White Sox,3,2,Chicago White Sox
2024-08-07,745709,2,Los Angeles Angels,New York Yankees,5,New York Yankees,Los Angeles Angels,5,2,New York Yankees
2024-08-07,745713,8,Los Angeles Angels,New York Yankees,2,Los Angeles Angels,New York Yankees,8,2,Los Angeles Angels
2024-08-07,745469,9,San Diego Padres,Pittsburgh Pirates,8,San Diego Padres,Pittsburgh Pirates,9,8,Pittsburgh Pirates
2024-08-07,746031,4,Cincinnati Reds,Miami Marlins,6,Miami Marlins,Cincinnati Reds,6,4,Miami Marlins
2024-08-07,744822,7,San Francisco Giants,Washington Nationals,4,San Francisco Giants,Washington Nationals,7,4,San Francisco Giants
2024-08-07,744903,7,Baltimore Orioles,Toronto Blue Jays,3,Baltimore Orioles,Toronto Blue Jays,7,3,Baltimore Orioles
2024-08-07,747085,8,Milwaukee Brewers,Atlanta Braves,5,Milwaukee Brewers,Atlanta Braves,8,5,Atlanta Braves
2024-08-07,745142,2,Tampa Bay Rays,St. Louis Cardinals,5,St. Louis Cardinals,Tampa Bay Rays,5,2,St. Louis Cardinals
2024-08-07,746272,4,Boston Red Sox,Kansas City Royals,8,Kansas City Royals,Boston Red Sox,8,4,Kansas City Royals
2024-08-07,746521,5,New York Mets,Colorado Rockies,3,New York Mets,Colorado Rockies,5,3,New York Mets
2024-08-07,745223,6,Detroit Tigers,Seattle Mariners,2,Detroit Tigers,Seattle Mariners,6,2,Detroit Tigers
2024-08-07,746115,9,Philadelphia Phillies,Los Angeles Dodgers,4,Philadelphia Phillies,Los Angeles Dodgers,9,4,Philadelphia Phillies
2024-08-08,744819,9,San Francisco Giants,Washington Nationals,5,San Francisco Giants,Washington Nationals,9,5,San Francisco Giants
2024-08-08,747081,16,Milwaukee Brewers,Atlanta Braves,7,Milwaukee Brewers,Atlanta Braves,16,7,Milwaukee Brewers
2024-08-08,745466,7,San Diego Padres,Pittsburgh Pirates,6,San Diego Padres,Pittsburgh Pirates,7,6,San Diego Padres
2024-08-08,746522,9,New York Mets,Colorado Rockies,1,New York Mets,Colorado Rockies,9,1,New York Mets
2024-08-08,746030,10,Cincinnati Reds,Miami Marlins,4,Cincinnati Reds,Miami Marlins,10,4,Cincinnati Reds
2024-08-08,745710,9,Los Angeles Angels,New York Yankees,4,Los Angeles Angels,New York Yankees,9,4,Los Angeles Angels
2024-08-08,744899,6,Baltimore Orioles,Toronto Blue Jays,7,Toronto Blue Jays,Baltimore Orioles,7,6,Toronto Blue Jays
2024-08-08,745143,6,Tampa Bay Rays,St. Louis Cardinals,4,Tampa Bay Rays,St. Louis Cardinals,6,4,Tampa Bay Rays
2024-08-08,745226,3,Detroit Tigers,Seattle Mariners,4,Seattle Mariners,Detroit Tigers,4,3,Detroit Tigers
2024-08-08,747169,6,Philadelphia Phillies,Arizona Diamondbacks,4,Philadelphia Phillies,Arizona Diamondbacks,6,4,Arizona Diamondbacks
2024-08-09,745927,2,Cleveland Guardians,Minnesota Twins,4,Minnesota Twins,Cleveland Guardians,4,2,Minnesota Twins
2024-08-09,745871,3,Cleveland Guardians,Minnesota Twins,6,Minnesota Twins,Cleveland Guardians,6,3,Minnesota Twins
2024-08-09,744818,2,Los Angeles Angels,Washington Nationals,3,Washington Nationals,Los Angeles Angels,3,2,Washington Nationals
2024-08-09,745062,4,Baltimore Orioles,Tampa Bay Rays,1,Baltimore Orioles,Tampa Bay Rays,4,1,Baltimore Orioles
2024-08-09,744900,1,Oakland Athletics,Toronto Blue Jays,3,Toronto Blue Jays,Oakland Athletics,3,1,Toronto Blue Jays
2024-08-09,746927,8,Houston Astros,Boston Red Sox,4,Houston Astros,Boston Red Sox,8,4,Houston Astros
2024-08-09,746032,6,San Diego Padres,Miami Marlins,2,San Diego Padres,Miami Marlins,6,2,Miami Marlins
2024-08-09,746275,8,St. Louis Cardinals,Kansas City Royals,5,St. Louis Cardinals,Kansas City Royals,8,5,St. Louis Cardinals
2024-08-09,746760,7,Chicago Cubs,Chicago White Sox,6,Chicago Cubs,Chicago White Sox,7,6,Chicago Cubs
2024-08-09,745957,3,Cincinnati Reds,Milwaukee Brewers,8,Milwaukee Brewers,Cincinnati Reds,8,3,Milwaukee Brewers
2024-08-09,746523,5,Atlanta Braves,Colorado Rockies,6,Colorado Rockies,Atlanta Braves,6,5,Atlanta Braves
2024-08-09,747168,2,Philadelphia Phillies,Arizona Diamondbacks,3,Arizona Diamondbacks,Philadelphia Phillies,3,2,Arizona Diamondbacks
2024-08-09,746113,5,Pittsburgh Pirates,Los Angeles Dodgers,9,Los Angeles Dodgers,Pittsburgh Pirates,9,5,Los Angeles Dodgers
2024-08-09,745220,0,New York Mets,Seattle Mariners,6,Seattle Mariners,New York Mets,6,0,Seattle Mariners
2024-08-09,745308,2,Detroit Tigers,San Francisco Giants,3,San Francisco Giants,Detroit Tigers,3,2,Detroit Tigers
2024-08-10,745712,0,Texas Rangers,New York Yankees,8,New York Yankees,Texas Rangers,8,0,New York Yankees
2024-08-10,745708,9,Texas Rangers,New York Yankees,4,Texas Rangers,New York Yankees,9,4,New York Yankees
2024-08-10,744897,1,Oakland Athletics,Toronto Blue Jays,0,Oakland Athletics,Toronto Blue Jays,1,0,Oakland Athletics
2024-08-10,745304,1,Detroit Tigers,San Francisco Giants,3,San Francisco Giants,Detroit Tigers,3,1,Detroit Tigers
2024-08-10,746922,5,Houston Astros,Boston Red Sox,4,Houston Astros,Boston Red Sox,5,4,Houston Astros
2024-08-10,746026,9,San Diego Padres,Miami Marlins,8,San Diego Padres,Miami Marlins,9,8,San Diego Padres
2024-08-10,744820,4,Los Angeles Angels,Washington Nationals,5,Washington Nationals,Los Angeles Angels,5,4,Los Angeles Angels
2024-08-10,746269,3,St. Louis Cardinals,Kansas City Royals,8,Kansas City Royals,St. Louis Cardinals,8,3,St. Louis Cardinals
2024-08-10,745873,2,Cleveland Guardians,Minnesota Twins,1,Cleveland Guardians,Minnesota Twins,2,1,Cleveland Guardians
2024-08-10,745955,0,Cincinnati Reds,Milwaukee Brewers,1,Milwaukee Brewers,Cincinnati Reds,1,0,Milwaukee Brewers
2024-08-10,745056,7,Baltimore Orioles,Tampa Bay Rays,5,Baltimore Orioles,Tampa Bay Rays,7,5,Baltimore Orioles
2024-08-10,746761,3,Chicago Cubs,Chicago White Sox,1,Chicago Cubs,Chicago White Sox,3,1,Chicago White Sox
2024-08-10,747164,1,Philadelphia Phillies,Arizona Diamondbacks,11,Arizona Diamondbacks,Philadelphia Phillies,11,1,Arizona Diamondbacks
2024-08-10,746520,11,Atlanta Braves,Colorado Rockies,8,Atlanta Braves,Colorado Rockies,11,8,Colorado Rockies
2024-08-10,746112,1,Pittsburgh Pirates,Los Angeles Dodgers,4,Los Angeles Dodgers,Pittsburgh Pirates,4,1,Los Angeles Dodgers
2024-08-10,745219,0,New York Mets,Seattle Mariners,4,Seattle Mariners,New York Mets,4,0,Seattle Mariners
2024-08-11,744816,6,Los Angeles Angels,Washington Nationals,4,Los Angeles Angels,Washington Nationals,6,4,Los Angeles Angels
2024-08-11,746923,10,Houston Astros,Boston Red Sox,2,Houston Astros,Boston Red Sox,10,2,Houston Astros
2024-08-11,745711,7,Texas Rangers,New York Yankees,8,New York Yankees,Texas Rangers,8,7,New York Yankees
2024-08-11,744895,8,Oakland Athletics,Toronto Blue Jays,4,Oakland Athletics,Toronto Blue Jays,8,4,Oakland Athletics
2024-08-11,745057,1,Baltimore Orioles,Tampa Bay Rays,2,Tampa Bay Rays,Baltimore Orioles,2,1,Baltimore Orioles
2024-08-11,746025,6,San Diego Padres,Miami Marlins,7,Miami Marlins,San Diego Padres,7,6,Miami Marlins
2024-08-11,745872,5,Cleveland Guardians,Minnesota Twins,3,Cleveland Guardians,Minnesota Twins,5,3,Minnesota Twins
2024-08-11,745956,4,Cincinnati Reds,Milwaukee Brewers,3,Cincinnati Reds,Milwaukee Brewers,4,3,Milwaukee Brewers
2024-08-11,746517,8,Atlanta Braves,Colorado Rockies,9,Colorado Rockies,Atlanta Braves,9,8,Atlanta Braves
2024-08-11,745303,5,Detroit Tigers,San Francisco Giants,4,Detroit Tigers,San Francisco Giants,5,4,Detroit Tigers
2024-08-11,746114,5,Pittsburgh Pirates,Los Angeles Dodgers,6,Los Angeles Dodgers,Pittsburgh Pirates,6,5,Los Angeles Dodgers
2024-08-11,747166,5,Philadelphia Phillies,Arizona Diamondbacks,12,Arizona Diamondbacks,Philadelphia Phillies,12,5,Philadelphia Phillies
2024-08-11,745216,1,New York Mets,Seattle Mariners,12,Seattle Mariners,New York Mets,12,1,Seattle Mariners
2024-08-12,746603,8,Chicago Cubs,Cleveland Guardians,9,Cleveland Guardians,Chicago Cubs,9,8,Chicago Cubs
2024-08-12,746682,1,St. Louis Cardinals,Cincinnati Reds,6,Cincinnati Reds,St. Louis Cardinals,6,1,St. Louis Cardinals
2024-08-12,745058,6,Houston Astros,Tampa Bay Rays,1,Houston Astros,Tampa Bay Rays,6,1,Houston Astros
2024-08-12,746921,4,Texas Rangers,Boston Red Sox,5,Boston Red Sox,Texas Rangers,5,4,Boston Red Sox
2024-08-12,745874,3,Kansas City Royals,Minnesota Twins,8,Minnesota Twins,Kansas City Royals,8,3,Kansas City Royals
2024-08-12,746762,2,New York Yankees,Chicago White Sox,12,Chicago White Sox,New York Yankees,12,2,New York Yankees
2024-08-12,745953,5,Los Angeles Dodgers,Milwaukee Brewers,2,Los Angeles Dodgers,Milwaukee Brewers,5,2,Los Angeles Dodgers
2024-08-12,746192,4,Toronto Blue Jays,Los Angeles Angels,2,Toronto Blue Jays,Los Angeles Angels,4,2,Toronto Blue Jays
2024-08-12,747165,4,Colorado Rockies,Arizona Diamondbacks,5,Arizona Diamondbacks,Colorado Rockies,5,4,Arizona Diamondbacks
2024-08-12,745383,1,Pittsburgh Pirates,San Diego Padres,2,San Diego Padres,Pittsburgh Pirates,2,1,San Diego Padres
2024-08-12,745300,1,Atlanta Braves,San Francisco Giants,0,Atlanta Braves,San Francisco Giants,1,0,Atlanta Braves
2024-08-13,747004,9,Washington Nationals,Baltimore Orioles,3,Washington Nationals,Baltimore Orioles,9,3,Washington Nationals
2024-08-13,746601,1,Chicago Cubs,Cleveland Guardians,2,Cleveland Guardians,Chicago Cubs,2,1,Chicago Cubs
2024-08-13,746435,1,Seattle Mariners,Detroit Tigers,15,Detroit Tigers,Seattle Mariners,15,1,Detroit Tigers
2024-08-13,746673,1,St. Louis Cardinals,Cincinnati Reds,4,Cincinnati Reds,St. Louis Cardinals,4,1,Cincinnati Reds
2024-08-13,745548,5,Miami Marlins,Philadelphia Phillies,0,Miami Marlins,Philadelphia Phillies,5,0,Miami Marlins
2024-08-13,745055,3,Houston Astros,Tampa Bay Rays,2,Houston Astros,Tampa Bay Rays,3,2,Tampa Bay Rays
2024-08-13,745788,9,Oakland Athletics,New York Mets,4,Oakland Athletics,New York Mets,9,4,Oakland Athletics
2024-08-13,746924,4,Texas Rangers,Boston Red Sox,9,Boston Red Sox,Texas Rangers,9,4,Boston Red Sox
2024-08-13,745867,3,Kansas City Royals,Minnesota Twins,13,Minnesota Twins,Kansas City Royals,13,3,Minnesota Twins
2024-08-13,746757,4,New York Yankees,Chicago White Sox,1,New York Yankees,Chicago White Sox,4,1,New York Yankees
2024-08-13,745954,7,Los Angeles Dodgers,Milwaukee Brewers,2,Los Angeles Dodgers,Milwaukee Brewers,7,2,Los Angeles Dodgers
2024-08-13,746187,6,Toronto Blue Jays,Los Angeles Angels,1,Toronto Blue Jays,Los Angeles Angels,6,1,Toronto Blue Jays
2024-08-13,747160,3,Colorado Rockies,Arizona Diamondbacks,4,Arizona Diamondbacks,Colorado Rockies,4,3,Colorado Rockies
2024-08-13,745382,0,Pittsburgh Pirates,San Diego Padres,3,San Diego Padres,Pittsburgh Pirates,3,0,San Diego Padres
2024-08-13,745302,4,Atlanta Braves,San Francisco Giants,3,Atlanta Braves,San Francisco Giants,4,3,Atlanta Braves
2024-08-14,745869,4,Kansas City Royals,Minnesota Twins,1,Kansas City Royals,Minnesota Twins,4,1,Kansas City Royals
2024-08-14,747163,4,Colorado Rockies,Arizona Diamondbacks,11,Arizona Diamondbacks,Colorado Rockies,11,4,Arizona Diamondbacks
2024-08-14,745381,2,Pittsburgh Pirates,San Diego Padres,8,San Diego Padres,Pittsburgh Pirates,8,2,San Diego Padres
2024-08-14,746919,9,Texas Rangers,Boston Red Sox,7,Texas Rangers,Boston Red Sox,9,7,Texas Rangers
2024-08-14,747000,1,Washington Nationals,Baltimore Orioles,4,Baltimore Orioles,Washington Nationals,4,1,Baltimore Orioles
2024-08-14,746598,1,Chicago Cubs,Cleveland Guardians,6,Cleveland Guardians,Chicago Cubs,6,1,Chicago Cubs
2024-08-14,746436,2,Seattle Mariners,Detroit Tigers,3,Detroit Tigers,Seattle Mariners,3,2,Seattle Mariners
2024-08-14,746677,2,St. Louis Cardinals,Cincinnati Reds,9,Cincinnati Reds,St. Louis Cardinals,9,2,Cincinnati Reds
2024-08-14,745544,5,Miami Marlins,Philadelphia Phillies,9,Philadelphia Phillies,Miami Marlins,9,5,Miami Marlins
2024-08-14,745053,2,Houston Astros,Tampa Bay Rays,1,Houston Astros,Tampa Bay Rays,2,1,Houston Astros
2024-08-14,745790,1,Oakland Athletics,New York Mets,9,New York Mets,Oakland Athletics,9,1,New York Mets
2024-08-14,746759,10,New York Yankees,Chicago White Sox,2,New York Yankees,Chicago White Sox,10,2,New York Yankees
2024-08-14,745951,4,Los Angeles Dodgers,Milwaukee Brewers,5,Milwaukee Brewers,Los Angeles Dodgers,5,4,Los Angeles Dodgers
2024-08-14,746188,9,Toronto Blue Jays,Los Angeles Angels,2,Toronto Blue Jays,Los Angeles Angels,9,2,Toronto Blue Jays
2024-08-14,745301,13,Atlanta Braves,San Francisco Giants,2,Atlanta Braves,San Francisco Giants,13,2,Atlanta Braves
2024-08-15,745783,7,Oakland Athletics,New York Mets,6,Oakland Athletics,New York Mets,7,6,New York Mets
2024-08-15,746437,1,Seattle Mariners,Detroit Tigers,2,Detroit Tigers,Seattle Mariners,2,1,Seattle Mariners
2024-08-15,745950,4,Los Angeles Dodgers,Milwaukee Brewers,6,Milwaukee Brewers,Los Angeles Dodgers,6,4,Milwaukee Brewers
2024-08-15,745298,0,Atlanta Braves,San Francisco Giants,6,San Francisco Giants,Atlanta Braves,6,0,San Francisco Giants
2024-08-15,747002,1,Boston Red Sox,Baltimore Orioles,5,Baltimore Orioles,Boston Red Sox,5,1,Boston Red Sox
2024-08-15,745545,3,Washington Nationals,Philadelphia Phillies,13,Philadelphia Phillies,Washington Nationals,13,3,Philadelphia Phillies
2024-08-15,744980,3,Minnesota Twins,Texas Rangers,2,Minnesota Twins,Texas Rangers,3,2,Texas Rangers
2024-08-16,746843,5,Toronto Blue Jays,Chicago Cubs,6,Chicago Cubs,Toronto Blue Jays,6,5,Chicago Cubs
2024-08-16,746674,7,Kansas City Royals,Cincinnati Reds,1,Kansas City Royals,Cincinnati Reds,7,1,Kansas City Royals
2024-08-16,745462,3,Seattle Mariners,Pittsburgh Pirates,5,Pittsburgh Pirates,Seattle Mariners,5,3,Seattle Mariners
2024-08-16,745542,2,Washington Nationals,Philadelphia Phillies,3,Philadelphia Phillies,Washington Nationals,3,2,Philadelphia Phillies
2024-08-16,746438,3,New York Yankees,Detroit Tigers,0,New York Yankees,Detroit Tigers,3,0,New York Yankees
2024-08-16,745054,4,Arizona Diamondbacks,Tampa Bay Rays,5,Tampa Bay Rays,Arizona Diamondbacks,5,4,Arizona Diamondbacks
2024-08-16,747001,12,Boston Red Sox,Baltimore Orioles,10,Boston Red Sox,Baltimore Orioles,12,10,Boston Red Sox
2024-08-16,745784,3,Miami Marlins,New York Mets,7,New York Mets,Miami Marlins,7,3,New York Mets
2024-08-16,744974,4,Minnesota Twins,Texas Rangers,3,Minnesota Twins,Texas Rangers,4,3,Texas Rangers
2024-08-16,746357,5,Chicago White Sox,Houston Astros,4,Chicago White Sox,Houston Astros,5,4,Chicago White Sox
2024-08-16,745949,3,Cleveland Guardians,Milwaukee Brewers,5,Milwaukee Brewers,Cleveland Guardians,5,3,Milwaukee Brewers
2024-08-16,745144,7,Los Angeles Dodgers,St. Louis Cardinals,6,Los Angeles Dodgers,St. Louis Cardinals,7,6,Los Angeles Dodgers
2024-08-16,746518,3,San Diego Padres,Colorado Rockies,7,Colorado Rockies,San Diego Padres,7,3,Colorado Rockies
2024-08-16,746189,2,Atlanta Braves,Los Angeles Angels,3,Los Angeles Angels,Atlanta Braves,3,2,Atlanta Braves
2024-08-17,745463,2,Seattle Mariners,Pittsburgh Pirates,7,Pittsburgh Pirates,Seattle Mariners,7,2,Pittsburgh Pirates
2024-08-17,746434,0,New York Yankees,Detroit Tigers,4,Detroit Tigers,New York Yankees,4,0,Detroit Tigers
2024-08-17,746841,2,Toronto Blue Jays,Chicago Cubs,3,Chicago Cubs,Toronto Blue Jays,3,2,Chicago Cubs
2024-08-17,745049,1,Arizona Diamondbacks,Tampa Bay Rays,6,Tampa Bay Rays,Arizona Diamondbacks,6,1,Tampa Bay Rays
2024-08-17,745785,0,Miami Marlins,New York Mets,4,New York Mets,Miami Marlins,4,0,New York Mets
2024-08-17,745537,1,Washington Nationals,Philadelphia Phillies,5,Philadelphia Phillies,Washington Nationals,5,1,Washington Nationals
2024-08-17,746675,13,Kansas City Royals,Cincinnati Reds,1,Kansas City Royals,Cincinnati Reds,13,1,Kansas City Royals
2024-08-17,746997,5,Boston Red Sox,Baltimore Orioles,1,Boston Red Sox,Baltimore Orioles,5,1,Boston Red Sox
2024-08-17,744977,5,Minnesota Twins,Texas Rangers,2,Minnesota Twins,Texas Rangers,5,2,Texas Rangers
2024-08-17,745626,0,San Francisco Giants,Oakland Athletics,2,Oakland Athletics,San Francisco Giants,2,0,Oakland Athletics
2024-08-17,746355,1,Chicago White Sox,Houston Astros,6,Houston Astros,Chicago White Sox,6,1,Chicago White Sox
2024-08-17,745140,2,Los Angeles Dodgers,St. Louis Cardinals,5,St. Louis Cardinals,Los Angeles Dodgers,5,2,Los Angeles Dodgers
2024-08-17,745952,1,Cleveland Guardians,Milwaukee Brewers,2,Milwaukee Brewers,Cleveland Guardians,2,1,Milwaukee Brewers
2024-08-17,746515,8,San Diego Padres,Colorado Rockies,3,San Diego Padres,Colorado Rockies,8,3,San Diego Padres
2024-08-17,746190,11,Atlanta Braves,Los Angeles Angels,3,Atlanta Braves,Los Angeles Angels,11,3,Atlanta Braves
2024-08-18,745786,3,Miami Marlins,New York Mets,2,Miami Marlins,New York Mets,3,2,Miami Marlins
2024-08-18,746999,2,Boston Red Sox,Baltimore Orioles,4,Baltimore Orioles,Boston Red Sox,4,2,Baltimore Orioles
2024-08-18,745464,10,Seattle Mariners,Pittsburgh Pirates,3,Seattle Mariners,Pittsburgh Pirates,10,3,Seattle Mariners
2024-08-18,745539,6,Washington Nationals,Philadelphia Phillies,4,Washington Nationals,Philadelphia Phillies,6,4,Philadelphia Phillies
2024-08-18,746676,8,Kansas City Royals,Cincinnati Reds,1,Kansas City Royals,Cincinnati Reds,8,1,Kansas City Royals
2024-08-18,745051,7,Arizona Diamondbacks,Tampa Bay Rays,8,Tampa Bay Rays,Arizona Diamondbacks,8,7,Tampa Bay Rays
2024-08-18,746359,0,Chicago White Sox,Houston Astros,2,Houston Astros,Chicago White Sox,2,0,Houston Astros
2024-08-18,745948,0,Cleveland Guardians,Milwaukee Brewers,2,Milwaukee Brewers,Cleveland Guardians,2,0,Milwaukee Brewers
2024-08-18,745139,2,Los Angeles Dodgers,St. Louis Cardinals,1,Los Angeles Dodgers,St. Louis Cardinals,2,1,Los Angeles Dodgers
2024-08-18,746838,1,Toronto Blue Jays,Chicago Cubs,0,Toronto Blue Jays,Chicago Cubs,1,0,Toronto Blue Jays
2024-08-18,744975,5,Minnesota Twins,Texas Rangers,6,Texas Rangers,Minnesota Twins,6,5,Minnesota Twins
2024-08-18,746516,2,San Diego Padres,Colorado Rockies,3,Colorado Rockies,San Diego Padres,3,2,Colorado Rockies
2024-08-18,745621,4,San Francisco Giants,Oakland Athletics,2,San Francisco Giants,Oakland Athletics,4,2,Oakland Athletics
2024-08-18,746186,3,Atlanta Braves,Los Angeles Angels,1,Atlanta Braves,Los Angeles Angels,3,1,Atlanta Braves
2024-08-18,746431,2,New York Yankees,Detroit Tigers,3,Detroit Tigers,New York Yankees,3,2,New York Yankees
2024-08-19,746027,9,Arizona Diamondbacks,Miami Marlins,6,Arizona Diamondbacks,Miami Marlins,9,6,Arizona Diamondbacks
2024-08-19,744898,6,Cincinnati Reds,Toronto Blue Jays,3,Cincinnati Reds,Toronto Blue Jays,6,3,Toronto Blue Jays
2024-08-19,745780,3,Baltimore Orioles,New York Mets,4,New York Mets,Baltimore Orioles,4,3,New York Mets
2024-08-19,744976,3,Pittsburgh Pirates,Texas Rangers,4,Texas Rangers,Pittsburgh Pirates,4,3,Texas Rangers
2024-08-19,746351,4,Boston Red Sox,Houston Astros,5,Houston Astros,Boston Red Sox,5,4,Boston Red Sox
2024-08-19,746270,3,Los Angeles Angels,Kansas City Royals,5,Kansas City Royals,Los Angeles Angels,5,3,Kansas City Royals
2024-08-19,745620,0,Tampa Bay Rays,Oakland Athletics,3,Oakland Athletics,Tampa Bay Rays,3,0,Oakland Athletics
2024-08-19,745380,3,Minnesota Twins,San Diego Padres,5,San Diego Padres,Minnesota Twins,5,3,Minnesota Twins
2024-08-19,745294,3,Chicago White Sox,San Francisco Giants,5,San Francisco Giants,Chicago White Sox,5,3,Chicago White Sox
2024-08-19,746109,0,Seattle Mariners,Los Angeles Dodgers,3,Los Angeles Dodgers,Seattle Mariners,3,0,Los Angeles Dodgers
2024-08-20,746029,3,Arizona Diamondbacks,Miami Marlins,1,Arizona Diamondbacks,Miami Marlins,3,1,Arizona Diamondbacks
2024-08-20,744814,3,Colorado Rockies,Washington Nationals,1,Colorado Rockies,Washington Nationals,3,1,Colorado Rockies
2024-08-20,745707,9,Cleveland Guardians,New York Yankees,5,Cleveland Guardians,New York Yankees,9,5,New York Yankees
2024-08-20,744896,3,Cincinnati Reds,Toronto Blue Jays,10,Toronto Blue Jays,Cincinnati Reds,10,3,Toronto Blue Jays
2024-08-20,745782,9,Baltimore Orioles,New York Mets,5,Baltimore Orioles,New York Mets,9,5,Baltimore Orioles
2024-08-20,747083,1,Philadelphia Phillies,Atlanta Braves,3,Atlanta Braves,Philadelphia Phillies,3,1,Atlanta Braves
2024-08-20,745136,3,Milwaukee Brewers,St. Louis Cardinals,2,Milwaukee Brewers,St. Louis Cardinals,3,2,Milwaukee Brewers
2024-08-20,746839,1,Detroit Tigers,Chicago Cubs,3,Chicago Cubs,Detroit Tigers,3,1,Detroit Tigers
2024-08-20,744978,4,Pittsburgh Pirates,Texas Rangers,0,Pittsburgh Pirates,Texas Rangers,4,0,Pittsburgh Pirates
2024-08-20,746349,6,Boston Red Sox,Houston Astros,5,Boston Red Sox,Houston Astros,6,5,Boston Red Sox
2024-08-20,746266,9,Los Angeles Angels,Kansas City Royals,5,Los Angeles Angels,Kansas City Royals,9,5,Los Angeles Angels
2024-08-20,745624,1,Tampa Bay Rays,Oakland Athletics,0,Tampa Bay Rays,Oakland Athletics,1,0,Tampa Bay Rays
2024-08-20,745374,5,Minnesota Twins,San Diego Padres,7,San Diego Padres,Minnesota Twins,7,5,San Diego Padres
2024-08-20,745295,1,Chicago White Sox,San Francisco Giants,4,San Francisco Giants,Chicago White Sox,4,1,San Francisco Giants
2024-08-20,746107,3,Seattle Mariners,Los Angeles Dodgers,6,Los Angeles Dodgers,Seattle Mariners,6,3,Seattle Mariners
2024-08-21,745781,3,Baltimore Orioles,New York Mets,4,New York Mets,Baltimore Orioles,4,3,New York Mets
2024-08-21,746350,4,Boston Red Sox,Houston Astros,1,Boston Red Sox,Houston Astros,4,1,Boston Red Sox
2024-08-21,744973,0,Pittsburgh Pirates,Texas Rangers,1,Texas Rangers,Pittsburgh Pirates,1,0,Texas Rangers
2024-08-21,745297,6,Chicago White Sox,San Francisco Giants,2,Chicago White Sox,San Francisco Giants,6,2,Chicago White Sox
2024-08-21,745375,11,Minnesota Twins,San Diego Padres,4,Minnesota Twins,San Diego Padres,11,4,Minnesota Twins
2024-08-21,746028,10,Arizona Diamondbacks,Miami Marlins,8,Arizona Diamondbacks,Miami Marlins,10,8,Arizona Diamondbacks
2024-08-21,744812,1,Colorado Rockies,Washington Nationals,6,Washington Nationals,Colorado Rockies,6,1,Washington Nationals
2024-08-21,745704,1,Cleveland Guardians,New York Yankees,8,New York Yankees,Cleveland Guardians,8,1,New York Yankees
2024-08-21,744893,11,Cincinnati Reds,Toronto Blue Jays,7,Cincinnati Reds,Toronto Blue Jays,11,7,Toronto Blue Jays
2024-08-21,747084,3,Philadelphia Phillies,Atlanta Braves,2,Philadelphia Phillies,Atlanta Braves,3,2,Atlanta Braves
2024-08-21,745138,6,Milwaukee Brewers,St. Louis Cardinals,10,St. Louis Cardinals,Milwaukee Brewers,10,6,St. Louis Cardinals
2024-08-21,746837,8,Detroit Tigers,Chicago Cubs,2,Detroit Tigers,Chicago Cubs,8,2,Detroit Tigers
2024-08-21,746267,0,Los Angeles Angels,Kansas City Royals,3,Kansas City Royals,Los Angeles Angels,3,0,Kansas City Royals
2024-08-21,745622,4,Tampa Bay Rays,Oakland Athletics,2,Tampa Bay Rays,Oakland Athletics,4,2,Oakland Athletics
